user_id,name,email,gender,city,signup_date
U000001,Kimberly Mitchell,user000001@example.com,Female,North Sean,2024-06-20
U000002,Gabriella Bryant,user000002@example.com,Other,East Melanie,2024-11-28
U000003,Tyler King,user000003@example.com,Male,Davenporttown,2025-02-01
U000004,Kendra Rodriguez,user000004@example.com,Female,Port Jessica,2025-01-26
U000005,Michelle Walters,user000005@example.com,Female,Mckenzietown,2025-03-17
U000006,Elizabeth Johnson,user000006@example.com,Female,Diazshire,2024-10-10
U000007,Robert White,user000007@example.com,Male,Bradleychester,2025-10-31
U000008,Traci Campbell,user000008@example.com,Female,Carriestad,2026-04-26
U000009,Julie Bridges,user000009@example.com,Female,West Bradley,2026-01-14
U000010,Sharon Rodriguez,user000010@example.com,Other,South Michael,2024-07-03
U000011,Hayden Garcia,user000011@example.com,Female,Port Thomas,2025-12-03
U000012,Elijah Young,user000012@example.com,Female,West Eugene,2026-02-11
U000013,Teresa Cervantes,user000013@example.com,Other,New Matthew,2025-03-22
U000014,Carrie Jones DDS,user000014@example.com,Female,South Jenniferhaven,2025-01-13
U000015,Charles Brewer,user000015@example.com,Female,Lisaside,2025-09-20
U000016,Daniel Allen,user000016@example.com,Other,Port Mariachester,2024-07-08
U000017,Patrick Morrison,user000017@example.com,Female,Donaldland,2025-11-23
U000018,Scott Wright,user000018@example.com,Male,West Alexis,2026-02-26
U000019,Debra Garza,user000019@example.com,Other,Paceview,2024-05-24
U000020,Brittany Mendoza,user000020@example.com,Female,Port Melissa,2025-06-20
U000021,Alexander Torres,user000021@example.com,Male,Mortonside,2024-11-25
U000022,Terry Farmer,user000022@example.com,Other,Mariatown,2025-09-22
U000023,Jon Turner Jr.,user000023@example.com,Female,Vasquezland,2025-05-11
U000024,Marc Harper,user000024@example.com,Female,Joseton,2024-10-03
U000025,Gerald Buckley,user000025@example.com,Male,Smithville,2025-10-09
U000026,Rhonda Morrison,user000026@example.com,Female,South Christina,2025-04-08
U000027,Daniel Brown,user000027@example.com,Female,Lewisfort,2025-09-27
U000028,Jason Stark,user000028@example.com,Female,Brittanyfurt,2025-12-18
U000029,Colleen Watson,user000029@example.com,Male,Lake Tracy,2024-09-25
U000030,Robert Green,user000030@example.com,Female,New Christinaton,2025-03-30
U000031,Anne Gallegos,user000031@example.com,Other,West Ryan,2025-07-16
U000032,Hunter Cardenas,user000032@example.com,Male,East Amandafurt,2025-01-27
