user_id,name,email,gender,city,signup_date
U000001,Scott Watson,user000001@example.com,Male,Ryanberg,2025-02-27
U000002,Laurie Rice,user000002@example.com,Female,,2025-02-03
U000003,Emily Joseph,user000003@example.com,Male,Hartland,2026-01-21
U000004,George Raymond,user000004@example.com,Other,Jefferyshire,2024-11-10
U000005,Michael Garza,user000005@example.com,Female,New Crystal,2025-04-19
U000006,James Brandt,user000006@example.com,Male,Thomasbury,2024-08-12
U000007,Jeremy Maddox,user000007@example.com,Female,,2026-01-15
U000008,,user000008@example.com,Other,Proctorland,2024-09-17
U000009,,user000009@example.com,Male,North Nicole,2025-08-15
U000010,Eric Patel,user000010@example.com,Other,Lake Anthonymouth,2024-05-13
U000011,Robert Thomas,user000011@example.com,Female,Howardton,2025-01-20
U000012,David Juarez,user000012@example.com,Other,Lake Michaelchester,2026-02-18
U000013,Denise Allen,user000013@example.com,Other,,2025-12-07
U000014,Jessica Wood,user000014@example.com,Other,Victoriamouth,2024-08-30
U000015,Samantha Williams,user000015@example.com,,Scottfort,2024-06-16
U000016,Joseph Sullivan,user000016@example.com,Female,North Laurachester,2024-06-21
U000017,Sara Hodges,user000017@example.com,Male,,2025-09-30
U000018,Andrew Rogers,user000018@example.com,Male,Bryantton,2025-11-04
U000019,Gerald Callahan,user000019@example.com,Other,Porterfurt,2024-06-08
U000020,Jacob Cowan,user000020@example.com,Female,West Kim,2025-01-12
U000021,Brian Schmidt,user000021@example.com,Other,West Dawnhaven,2025-11-28
U000022,Alexander Allen,user000022@example.com,Female,South Brenda,2025-11-27
U000023,Patrick Larson,user000023@example.com,Other,Rosetown,2025-08-05
U000024,,user000024@example.com,Other,Timothyton,2024-05-26
U000025,Andrew Moreno,user000025@example.com,Other,North Justin,2024-12-31
U000026,Michelle Ellis,user000026@example.com,Female,West Bryanmouth,2025-01-11
U000027,Jasmine Contreras,user000027@example.com,Female,Lake Lorifort,2026-02-26
U000028,Danny Hernandez,user000028@example.com,Male,South Julieberg,2025-11-12
U000029,Eric Rodriguez,user000029@example.com,Other,Codyborough,2025-01-08
U000030,Dawn Wilcox,user000030@example.com,Other,,2025-08-27
U000031,Jennifer Reyes,user000031@example.com,,Kathymouth,2026-01-04
U000032,Abigail Parrish,user000032@example.com,Other,North Stefaniestad,2026-03-23
U000033,Cynthia Holt,user000033@example.com,Other,Howardstad,2025-12-05
U000034,Megan Johnson,user000034@example.com,Other,North Angela,2025-11-12
