user_id,name,email,gender,city,signup_date
U000001,Dean King,user000001@example.com,Female,Meltonburgh,2024-08-17
U000002,Monica Smith,user000002@example.com,Female,East Valeriechester,2024-11-26
U000003,Eric Jackson,user000003@example.com,Female,New Roberthaven,2025-11-19
U000004,Travis Turner,user000004@example.com,Other,Lake Davidport,2025-09-10
U000005,Gregory Brown,user000005@example.com,Other,South Raymondville,2025-04-12
U000006,Lauren Anderson,user000006@example.com,Male,Lisaland,2026-02-25
U000007,Emily Caldwell,user000007@example.com,Female,Susanchester,2025-09-26
U000008,Mrs. Crystal Taylor,user000008@example.com,Male,Port Danielfort,2024-09-18
U000009,Amanda Patterson,user000009@example.com,Other,North Michellechester,2024-08-23
U000010,Erica Wright,user000010@example.com,Other,Timothyland,2025-01-24
U000011,Amy Washington,user000011@example.com,Male,South Tricia,2025-01-11
U000012,Phillip Petersen,user000012@example.com,Other,Port Patriciaburgh,2024-11-30
U000013,Jessica Curtis,user000013@example.com,Female,Port Patricia,2026-01-24
U000014,Heather Frederick,user000014@example.com,Other,North Melissamouth,2024-07-19
U000015,Ashley Williams,user000015@example.com,Other,Brownfurt,2024-09-05
U000016,Sara Miles,user000016@example.com,Other,Butlerbury,2024-07-21
U000017,Teresa Ford,user000017@example.com,Male,Marissafort,2025-10-18
U000018,William Livingston,user000018@example.com,Female,New Michelleshire,2025-01-08
U000019,David Harris,user000019@example.com,Male,Port James,2025-01-18
U000020,Nancy Mejia,user000020@example.com,Female,South Tanyatown,2025-10-08
U000021,Alexa Sanchez,user000021@example.com,Female,East Michael,2025-06-16
U000022,Marissa Potter,user000022@example.com,Male,New Amanda,2026-01-11
U000023,Richard Harmon,user000023@example.com,Female,Lamstad,2025-03-18
U000024,Joseph Kelly,user000024@example.com,Male,Johnsonchester,2025-11-28
U000025,Bailey Roy,user000025@example.com,Other,Port Catherine,2024-10-22
U000026,Stephanie Price,user000026@example.com,Other,Port Alexandra,2024-09-15
U000027,Andrew Andrews,user000027@example.com,Female,South Ericafurt,2025-08-14
U000028,Christina Farmer,user000028@example.com,Male,Gonzalezside,2025-03-03
U000029,Erica Johnston,user000029@example.com,Female,New Terrifurt,2026-02-14
U000030,Angela Martinez,user000030@example.com,Male,Kimberlyhaven,2025-06-04
U000031,Christopher Lozano,user000031@example.com,Male,Hannaton,2025-01-26
U000032,Patrick Jones,user000032@example.com,Other,South Dawnfurt,2025-03-28
U000033,Heather Young,user000033@example.com,Male,Lake Justin,2024-07-09
U000034,Edwin Austin,user000034@example.com,Other,New Craig,2025-10-10
U000035,Paul Jones,user000035@example.com,Female,Matthewland,2024-11-24
U000036,Christine Spencer,user000036@example.com,Other,Floreshaven,2026-02-02
U000037,Katelyn Parker,user000037@example.com,Female,Port Annechester,2024-12-26
U000038,Jasmine Evans,user000038@example.com,Female,Port Kevinbury,2025-12-13
