user_id,name,email,gender,city,signup_date
U000001,Travis Juarez,user000001@example.com,Other,Lloydshire,2025-03-25
U000002,Ms. Jennifer Phillips,user000002@example.com,Female,Lake Cynthiafort,2024-06-07
U000003,Steven Rios,user000003@example.com,Male,Kennethchester,2024-10-26
U000004,Keith Washington,user000004@example.com,Other,New Ronald,2026-02-03
U000005,Rebecca Martinez,user000005@example.com,Other,Lisafort,2025-05-14
U000006,Aaron Cox,user000006@example.com,Male,Markshire,2025-12-21
U000007,Denise Valentine,user000007@example.com,Male,New Ritahaven,2025-08-12
U000008,Christie Lutz,user000008@example.com,Female,Deckerfurt,2025-05-12
U000009,Jorge Allen,user000009@example.com,Male,Port Jamesmouth,2024-06-24
U000010,Michelle Pena,user000010@example.com,Male,Clinefort,2025-02-03
U000011,Rita Lopez,user000011@example.com,Other,Colleenside,2025-05-27
U000012,April Garza,user000012@example.com,Male,Robertsonburgh,2026-03-26
U000013,Matthew Cameron,user000013@example.com,Other,Carlaton,2024-11-12
U000014,Ann Walton,user000014@example.com,Other,Amberstad,2024-12-27
U000015,Donna Robinson,user000015@example.com,Male,Andrewshire,2025-07-22
U000016,Shelly Moore,user000016@example.com,Female,Carrtown,2025-10-29
U000017,Stephanie Torres,user000017@example.com,Female,Colleenville,2025-06-04
U000018,Jessica Tapia,user000018@example.com,Other,Nicholsport,2024-10-17
U000019,Heather Miller,user000019@example.com,Other,Douglasstad,2024-10-02
U000020,James Cox,user000020@example.com,Male,Loganhaven,2026-03-30
U000021,Heather Watson,user000021@example.com,Other,Thomasside,2025-04-09
U000022,Mrs. Jacqueline Dougherty,user000022@example.com,Female,South Aliciaton,2025-01-07
U000023,Belinda Wall,user000023@example.com,Other,South Joshuaview,2025-10-23
U000024,Jesse Kerr,user000024@example.com,Male,Browningstad,2026-02-13
U000025,Debra Garcia,user000025@example.com,Male,Austinport,2024-07-28
U000026,Jennifer Stone,user000026@example.com,Female,Port Heidiland,2025-11-14
U000027,Veronica Benson,user000027@example.com,Male,Johnton,2024-07-15
U000028,Laura Floyd,user000028@example.com,Male,New Patriciafurt,2025-10-15
U000029,Paul Marshall,user000029@example.com,Female,Lisafort,2025-07-23
U000030,Julie Barnes,user000030@example.com,Other,West Austinhaven,2026-01-21
