user_id,name,email,gender,city,signup_date
U000001,Latoya Smith,user000001@example.com,Male,East Kimfurt,2025-12-18
U000002,Barry Murphy,user000002@example.com,Female,West Jerry,2024-11-16
U000003,Christopher Guzman,user000003@example.com,Male,East Paulstad,2024-11-04
U000004,Jeremy Rosales,user000004@example.com,Male,East Davidshire,2025-01-09
U000005,Samuel Williams,user000005@example.com,Male,Brennanchester,2025-10-30
U000006,Timothy Lucas,user000006@example.com,Male,Adamsmouth,2024-10-27
U000007,Devin Ramirez,user000007@example.com,Female,Lutzfort,2025-03-28
U000008,Noah Myers,user000008@example.com,Other,West Kimberlytown,2025-11-27
U000009,Mr. Nicholas Boyle,user000009@example.com,Other,Port Chadville,2024-09-02
U000010,Pamela Tate,user000010@example.com,Male,Mckayside,2025-04-19
U000011,Donald Vaughan,user000011@example.com,Male,Shaneview,2025-12-28
U000012,Mr. Ryan Sanders,user000012@example.com,Female,Robinton,2025-07-18
U000013,Patrick Mercer,user000013@example.com,Other,Port Amyshire,2025-03-16
U000014,Rodney Cooper,user000014@example.com,Female,Jenkinsfurt,2025-06-05
U000015,Taylor Lawrence,user000015@example.com,Male,North Mary,2025-02-17
U000016,Rebecca Gonzalez,user000016@example.com,Female,South Kyleview,2024-06-29
U000017,Kayla Howard,user000017@example.com,Other,Samuelmouth,2024-05-13
U000018,Katrina Miller,user000018@example.com,Other,Smithbury,2024-09-04
U000019,Kristina Richmond,user000019@example.com,Female,Marvinfort,2024-09-15
U000020,Lori Lopez,user000020@example.com,Male,East Jacobbury,2025-08-29
U000021,James Liu,user000021@example.com,Male,East Amandaland,2024-09-21
U000022,Tracy Conner,user000022@example.com,Male,South Amanda,2026-03-01
U000023,Kathleen Hill,user000023@example.com,Female,New Dawnland,2025-04-04
U000024,Larry Solis,user000024@example.com,Other,Lake Josephmouth,2025-02-14
U000025,Heather Kim,user000025@example.com,Other,Port Margaret,2026-04-13
U000026,Steven Patel,user000026@example.com,Male,North Brianhaven,2024-06-26
U000027,Sean Stevens,user000027@example.com,Other,Staceyview,2024-10-10
U000028,Jennifer Kelly,user000028@example.com,Female,Robertshire,2025-11-29
U000029,Jennifer Kirk,user000029@example.com,Male,Lake Mary,2025-01-15
U000030,Stephen Ramirez,user000030@example.com,Other,Holtside,2024-07-22
U000031,Joe Foley,user000031@example.com,Other,West Matthew,2024-06-18
U000032,Mrs. Donna Cantrell,user000032@example.com,Other,Bethville,2025-01-03
U000033,Olivia Smith,user000033@example.com,Other,Lake Monicaton,2025-02-02
U000034,Megan Kelly,user000034@example.com,Female,Smithtown,2025-08-02
U000035,Kimberly Gibson,user000035@example.com,Other,Robertland,2024-06-06
U000036,Brian Griffin,user000036@example.com,Female,South Ricky,2024-12-03
U000037,Christina Howard,user000037@example.com,Male,West Arthurton,2024-07-28
U000038,Kenneth Mendoza,user000038@example.com,Other,North Kimberlyberg,2025-06-25
U000039,Marc Thomas,user000039@example.com,Male,Lake Brandiland,2024-05-17
U000040,Joseph Grant,user000040@example.com,Female,New Brianton,2025-02-10
U000041,Erica Roberts,user000041@example.com,Male,Terriland,2025-03-09
U000042,Gina Butler,user000042@example.com,Male,East Howard,2025-01-13
U000043,Maria Lam,user000043@example.com,Female,Shelbyburgh,2025-12-17
U000044,Samantha Molina,user000044@example.com,Other,East Shannontown,2025-02-10
U000045,Valerie Rivera,user000045@example.com,Female,Barbershire,2024-11-01
U000046,Kelly Freeman,user000046@example.com,Other,Caitlynville,2025-01-29
U000047,Joshua Gutierrez,user000047@example.com,Other,West Sarahfort,2025-06-11
U000048,Craig Matthews,user000048@example.com,Male,Sandratown,2024-07-26
U000049,Chloe Ibarra,user000049@example.com,Male,New John,2024-05-30
U000050,Bradley Oconnell,user000050@example.com,Other,East Antonio,2024-12-30
U000051,Richard Bailey,user000051@example.com,Male,Meaganchester,2025-06-10
U000052,Ryan Cooper,user000052@example.com,Female,Florestown,2025-07-19
U000053,John Thornton,user000053@example.com,Male,Lake Tinaberg,2026-02-06
U000054,Sandra Caldwell,user000054@example.com,Male,Johnnyborough,2024-10-30
U000055,Sandra Paul,user000055@example.com,Other,Jeffreyhaven,2024-08-07
U000056,Travis Garcia,user000056@example.com,Female,Websterbury,2025-02-21
U000057,Leah Beltran,user000057@example.com,Male,Jarvisside,2024-09-05
U000058,Angel Coleman,user000058@example.com,Female,New Lisa,2024-06-28
U000059,Dale Brown,user000059@example.com,Male,South Jason,2024-12-22
U000060,Jacqueline Martinez,user000060@example.com,Female,Marybury,2024-12-23
U000061,Mr. Sean Erickson,user000061@example.com,Female,West Sarah,2025-07-23
U000062,Mary Pierce,user000062@example.com,Other,Danielside,2024-07-25
U000063,Timothy Small,user000063@example.com,Other,West Richard,2025-09-16
U000064,April Holland,user000064@example.com,Other,Susantown,2024-06-24
U000065,David Warren,user000065@example.com,Female,Craigmouth,2024-09-02
U000066,Bradley Brown,user000066@example.com,Male,Cynthiaberg,2026-02-08
U000067,Dennis Cook,user000067@example.com,Male,North Jamesshire,2025-08-01
U000068,Tim Medina,user000068@example.com,Male,West Debraberg,2026-04-09
U000069,Jesus Reynolds,user000069@example.com,Female,Port Aprilshire,2026-01-06
U000070,Justin Buchanan,user000070@example.com,Male,Port Carol,2025-10-11
